Mass (u)	P1_2000μC-P	P1_500μC-P	P1_5000μC-P	P1_10000μC-P	P1_15000μC-P	P2_2000μC-P	P2_500μC-P	P2_5000μC-P	P2_10000μC-P	P2_15000μC-P	P3_2000μC-P	P3_500μC-P	P3_5000μC-P	P3_10000μC-P	P3_15000μC-P
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	0.6114243263575979	0.7264427518671511	0.5157801042473388	0.49789501097887745	0.48335460836709476	0.564182966687918	0.7896019986426926	0.5449383465728084	0.494670304946506	0.4246316215298693	0.5821783340113644	0.7292407811768916	0.5652071602950675	0.5058904076765012	0.5256652718616318
2	0.4763853944590317	0.4219862142220307	0.41142838522768543	0.3996051558466961	0.3822101483248794	0.4604290776060826	0.44684087138806405	0.4458115937378539	0.3879500033335501	0.3224434843762808	0.46192165280410796	0.41172761693082316	0.44889029291917365	0.4253565790224157	0.41481224037388936
3	0.3294413477209528	0.23449231567524173	0.2959405750742404	0.2737714923760415	0.2804900987611658	0.3194803038414535	0.2599244286216815	0.2966428015160768	0.2969961124632133	0.2348669664124919	0.3041273900391306	0.22086294666553122	0.30766296299674084	0.2897933183298268	0.29076930420861163
4	0.0	0.06718195081488221	0.0	0.0	0.024547347344504113	0.0	0.0	0.0	0.0	0.0	0.049570029255439775	0.0	0.0	0.0	0.0
5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	0.04975547437109708	0.0	0.0	0.0	0.03423941562717319	0.0	0.0	0.0	0.0	0.05967408731547496	0.0	0.0	0.0	0.026766962677058775	0.03680623159309961
7	0.11326823042682495	0.06982652068832881	0.025268342448072065	0.049608241337358985	0.029460665733213286	0.0	0.061053531784502214	0.026850309117149414	0.04099353098892942	0.11904278032064058	0.0	0.0837910798798131	0.03516705172955283	0.04606235415007228	0.05485279310508006
8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046454093856140334
10	0.07191947332336844	0.0	0.03796744108144267	0.057738202166238636	0.031301222810201916	0.03111158286886824	0.06486797902536576	0.040344609878786214	0.040323761338980815	0.0385749833881893	0.04469520293079008	0.0	0.08071622085735253	0.06474168825223699	0.058280095597831864
11	0.10040853956773284	0.0	0.07496390768022967	0.07172317989473165	0.05352197548919814	0.11074055214711806	0.04528168047863145	0.09125864053679858	0.05629687706499704	0.03808147331004509	0.09360090398899223	0.0	0.09035284352881183	0.06615690275048916	0.04394231959275094
12	0.29204517188412465	0.42605214779947237	0.24987492015892498	0.2468437535287217	0.24539648531212074	0.2795852622141941	0.48407904208813446	0.26890547652817964	0.24889130202904397	0.21523193865956194	0.27121885445379434	0.4097183243113174	0.2679003546010987	0.24855003593003405	0.2681467100970911
